image name,serial time(ms),parallel time(ms) 16x16,parallel time(ms) 32x32,parallel time(ms) 64x64,parallel time(ms) 128x128,parallel time(ms) 256x256,parallel time(ms) 512x512,parallel time(ms) 1024x1024,parallel time(ms) 2048x2048,parallel time 4096x4096
galaxy,600.639,524.538, 334.292, 321.425, 321.303, 321.544, 317.622, 318.456, 321.66
lavender,402.074,234.066, 232.17, 220.596, 220.307, 223.883, 223.777, 225.313, 223.739
moon,430.96,459.791, 255.657, 245.716, 244.815, 247.621, 245.424, 247.181, 253.132
moonblossom,668.558,533.526, 391.388, 373.12, 376.184, 371.371, 366.546, 367.206, 368.616
neko,669.853,625.923, 383.153, 367.686, 366.088, 361.982, 371.216, 368.544, 365.816
stars,523.516,463.567, 300.312, 287.92, 281.864, 287.443, 282.469, 282.213, 283.283
